id,topics,texts
10275,iron-steel,"japan seamless pipe makers to form export cartelfour major japanese steelmakers plan toform a seamless pipe export cartel for markets other than theu.s. and the european community for a year from april to keepprices above output costs, company officials involved said.    the companies are nippon steel corp <nstc.t>, sumitomometal industries ltd <smit.t>, nippon kokan kk <nkkt.t> andkawasaki steel corp <kaws.t>, which together account for some95 pct of japans total seamless pipe exports.    the firms will apply to form the cartel to the ministry ofinternational trade and industry today and approval is expectedlater this month, the officials said.    under the plan, the four companies will set floor pricesfor exports as prices have fallen sharply due to the yensappreciation against the dollar, reduced world demand caused bylower oil prices and excess domestic capacity which resulted inprice-cutting competition, the officials said.    in calendar 1986, seamless pipe exports fell to 2.34 mlntonnes from 2.99 mln in 1985 and 3.12 mln in 1981.    the officials declined to give any idea of floor prices,saying it depends partly on volume, but industry sourcesestimate average export prices would rise by around 20 pct tosome 800 dlrs a tonne. reuter"
10299,sugar,"philippines to lobby u.s. for higher sugar quotathe philippines will ask the u.s.agriculture department (usda) to increase its 1987 sugar importquota following market reports that taiwan will not be able tofulfil its quota, sugar regulation administration (sra)chairman arsenim yulo said.    yulo told reuters the sra would also protest a usda move toaward taiwans shortfall to the dominican republic.    the dominican republic already has a larger sugar quota,yulo said. ""any taiwanese shortfall should be awarded to thephilippines or at the least we should share a hike with thedominican republic.""    the usda last december listed 1987 sugar import quotaallocations for the dominican republic at 160,160 short tonsand for taiwan at 10,920 short tons.    the philippines has said it was badly hit by a cut in itsquota to 143,780 short tons from 231,660 in 1986. reuter"
10300,oilseed,"india's 1986/87 castor oil exports fall - tradersindias castor oil exports areprovisionally estimated at 30,000 tonnes in fiscal 1986/87,ending march 31, against 54,000 tonnes in 1985/86 due to ashortfall in the domestic castorseed crop, private traderssaid.    drought in parts of the country is expected to reduce thecastorseed crop to a provisionally estimated 350,000 tonnes in1986/87 from 550,000 tonnes in 1985/86, they told reuters. reuter"
10300,veg-oil,"india's 1986/87 castor oil exports fall - tradersindias castor oil exports areprovisionally estimated at 30,000 tonnes in fiscal 1986/87,ending march 31, against 54,000 tonnes in 1985/86 due to ashortfall in the domestic castorseed crop, private traderssaid.    drought in parts of the country is expected to reduce thecastorseed crop to a provisionally estimated 350,000 tonnes in1986/87 from 550,000 tonnes in 1985/86, they told reuters. reuter"
10305,grain,"usda rejects sri lanka's 80 u.s. dlr wheat pricesri lankan food department officialssaid the u.s. department of agriculture rejected a u.s. firmsoffer of 80 u.s. dlrs per tonne caf to supply 52,500 tonnes ofsoft wheat to colombo from the pacific northwest.    they said sri lankas food department subsequently made acounter-offer to five u.s. firms to buy wheat at 85 u.s. dlrscaf for april 8-16 delivery.    the company which obtains usda approval for the proposedprice must inform the department before 1330 gmt, they said. reuter"
10305,wheat,"usda rejects sri lanka's 80 u.s. dlr wheat pricesri lankan food department officialssaid the u.s. department of agriculture rejected a u.s. firmsoffer of 80 u.s. dlrs per tonne caf to supply 52,500 tonnes ofsoft wheat to colombo from the pacific northwest.    they said sri lankas food department subsequently made acounter-offer to five u.s. firms to buy wheat at 85 u.s. dlrscaf for april 8-16 delivery.    the company which obtains usda approval for the proposedprice must inform the department before 1330 gmt, they said. reuter"
10306,sugar,"philippine sugar crop set at 1.6 mln tonnesphilippine sugar production in the1987/88 crop year ending august has been set at 1.6 mln tonnes,up from a provisional 1.3 mln tonnes this year, sugarregulatory administration (sra) chairman arsenio yulo said.    yulo told reuters a survey during the current millingseason, which ends next month, showed the 1986/87 estimatewould almost certainly be met.    he said at least 1.2 mln tonnes of the 1987/88 crop wouldbe earmarked for domestic consumption.    yulo said about 130,000 tonnes would be set aside for theu.s. sugar quota, 150,000 tonnes for strategic reserves and50,000 tonnes would be sold on the world market.    he said if the government approved a long-standing srarecommendation to manufacture ethanol, the project would takeup another 150,000 tonnes, slightly raising the target.    ""the government, for its own reasons, has been delayingapproval of the project, but we expect it to come through byjuly,"" yulo said.    ethanol could make up five pct of gasoline, cutting the oilimport bill by about 300 mln pesos.    yulo said three major philippine distilleries were ready tostart manufacturing ethanol if the project was approved.    the ethanol project would result in employment for about100,000 people, sharply reducing those thrown out of work bydepressed world sugar prices and a moribund domestic industry.    production quotas, set for the first time in 1987/88, hadbeen submitted to president corazon aquino.    ""i think the president would rather wait till the newcongress convenes after the may elections,"" he said. ""but thereis really no need for such quotas. we are right now producingjust slightly over our own consumption level.""    ""the producers have never enjoyed such high prices,"" yulosaid, adding sugar was currently selling locally for 320 pesosper picul, up from 190 pesos last august.    yulo said prices were driven up because of speculationfollowing the sras bid to control production.    ""we are no longer concerned so much with the world market,""he said, adding producers in the negros region had learned fromtheir mistakes and diversified into corn and prawn farming andcloth production.    he said diversification into products other than ethanolwas also possible within the sugar industry.    ""the brazilians long ago learnt their lessons,"" yulo said.""they have 300 sugar mills, compared with our 41, but theyrelocated many of them and diversified production. we want tocall this a sugarcane industry instead of the sugar industry.""    he said sugarcane could be fed to pigs and livestock, usedfor thatching roofs, or used in room panelling.    ""when you cut sugarcane you dont even have to producesugar,"" he said.    yulo said the philippines was lobbying for a renewal of theinternational sugar agreement, which expired in 1984.    ""as a major sugar producer we are urging them to write a newagreement which would revive world prices,"" yulo said.    ""if there is no agreement world prices will always bedepressed, particularly because the european community issubsidising its producers and dumping sugar on the markets.""    he said current world prices, holding steady at about 7.60cents per pound, were uneconomical for the philippines, whereproduction costs ranged from 12 to 14 cents a pound.    ""if the price holds steady for a while at 7.60 cents iexpect the level to rise to about 11 cents a pound by the endof this year,"" he said.    yulo said economists forecast a bullish sugar market by1990, with world consumption outstripping production.    he said sugar markets were holding up despite encroachmentsfrom artificial sweeteners and high-fructose corn syrup.    ""but we are not happy with the reagan administration,"" hesaid. ""since 1935 we have been regular suppliers of sugar to theu.s. in 1982, when they restored the quota system, they cutours in half without any justification.""    manila was keenly watching washingtons moves to cutdomestic support prices to 12 cents a pound from 18 cents.    the u.s. agriculture department last december slashed its12 month 1987 sugar import quota from the philippines to143,780 short tons from 231,660 short tons in 1986.    yulo said despite next years increased production target,some philippine mills were expected to shut down.    ""at least four of the 41 mills were not working during the1986/87 season,"" he said. ""we expect two or three more to followsuit during the next season."" reuter"
10315,iron-steel,"two japanese steelmakers' capital spending fallskawasaki steel corp <kaws.t> said itsparent companys capital spending in the year from april 1 willfall to 75 billion yen from 110 billion in the current year,and sumitomo metal industries ltd <smit.t> said its capitalspending will drop to 70 billion yen from 85 billion.    both companies said they do not plan to start new largeconstruction projects linked to production increases in thecoming year, because of the yens appreciation and slow worldsteel demand. reuter"
10319,grain,"taiwan buys 340,000 tonnes of u.s. maizethe joint committee of taiwans maizeimporters awarded contracts to five u.s. companies for sevenshipments totalling 340,000 tonnes of maize for deliverybetween september 1 and december 20, a committee official said.    united grain corp of oregon won two contracts for thesupply of 110,000 tonnes, priced between 92.44 and 96.00 dlrsper tonne, for september 1-15 and november 5-20 delivery.    cargill inc of minnesota also took two shipments totalling110,000 tonnes, priced between 93.45 and 94.65 dlrs per tonne,for october 1-15 and december 5-20 delivery.    adm export co of minnesota received a 54,000 tonne cargo,at 93.75 dlrs per tonne, for november 1-15 delivery.    cigra inc of chicago won a contract to supply 33,000tonnes, at 96.89 dlrs per tonne, for november 25-december 10delivery.    elders grain inc of kansas took a 33,000 tonne shipment, at96.06 dlrs per tonne, for december 1-15 delivery.    all shipments are c and f taiwan. reuter"
10319,corn,"taiwan buys 340,000 tonnes of u.s. maizethe joint committee of taiwans maizeimporters awarded contracts to five u.s. companies for sevenshipments totalling 340,000 tonnes of maize for deliverybetween september 1 and december 20, a committee official said.    united grain corp of oregon won two contracts for thesupply of 110,000 tonnes, priced between 92.44 and 96.00 dlrsper tonne, for september 1-15 and november 5-20 delivery.    cargill inc of minnesota also took two shipments totalling110,000 tonnes, priced between 93.45 and 94.65 dlrs per tonne,for october 1-15 and december 5-20 delivery.    adm export co of minnesota received a 54,000 tonne cargo,at 93.75 dlrs per tonne, for november 1-15 delivery.    cigra inc of chicago won a contract to supply 33,000tonnes, at 96.89 dlrs per tonne, for november 25-december 10delivery.    elders grain inc of kansas took a 33,000 tonne shipment, at96.06 dlrs per tonne, for december 1-15 delivery.    all shipments are c and f taiwan. reuter"
10322,alum,"japan aluminium output falls in februaryjapanese aluminium output fell to 5,298tonnes in february from 7,472 in january and 14,280 a yearearlier, preliminary international trade and industry ministryfigures show.    output fell sharply from a year ago as most aluminium firmsstopped smelting in the past year due to cheap imports,industry sources said.    sales and end-month stocks in tonnes were:            feb 87   jan 87   feb 86    sales   36,557   38,678   75,687    stocks  53,248   56,620  127,083 reuter"
10324,alum,"japan aluminium imports rise in februaryjapanese primary aluminium imports roseto 98,170 tonnes in february from 91,157 in january and 94,926a year earlier, the japan aluminium federation said.    this brought total imports in 1986/87, ending march 31, to1.09 mln tonnes against 1.25 mln a year earlier.    the february total included 19,102 tonnes from the u.s.against 16,577 in january and 9,933 a year ago, 24,391 fromaustralia against 19,585 and 21,208, and 12,611 from indonesiaagainst 5,891 and 16,601. reuter"
10330,veg-oil,"india buys 20,000 tonnes of rapeseed oilthe indian state trading corporation(stc) bought a 20,000 tonne cargo of optional origin rapeseedoil at its vegetable oil import tender yesterday, traders said.the oil was for june 20/july 20 shipment at 321 dlrs per tonnecif.    traders said the stc attempted to buy eight cargoes ofprocessed palm oil but its price ideas were too low forexporters. it also failed to secure soyoil for the same reason,they said. reuter"
10332,tin,"thai tin exports fall in februarythailand exported 1,120 tonnes of tinmetal in february, down from 1,816 tonnes the previous monthand 2,140 tonnes a year ago, the mineral resources departmentsaid.    it said major buyers last month were britain, japan, thenetherlands, west germany and the u.s. reuter"
10334,carcass,"botswana bans zimbabwe meat products, agency saysbotswana has stopped importing almostall meat products from zimbabwe after reports of a suspectedoutbreak of foot and mouth disease in the neighbouring country.    botswanas official news agency, bopa, announcing the banlast night, quoted agriculture minister daniel kwelagobe assaying only sterilised and canned animal products would beallowed into the country, with immediate effect.    he said zimbabwean veterinary officials had notified himthat they suspected foot and mouth disease had broken out atinsiza, 100 km northeast of bulawayo, capital of the mainlycattle-ranching southwestern province of matabeleland.    zimbabwean officials were not immediately available forcomment.    the ban will affect products such as uncanned meat, milk,ham, butter and bacon, bopa reported.    botswana exports much of its high-grade beef to theeuropean community and augments its local supplies with meatimports from zimbabwe. reuter"
10339,grain,"south african maize estimate called conservativethe south african governmentsmaize production estimate of 7.8 mln tonnes for the currentyear is ""rather too conservative,"" leading grain and producemerchants kahn and kahn pty ltd said.    the company, in a detailed report, estimated the harvest ashigh as 8.3 mln tonnes and said if this forecast is met theostensible surplus for export will be approximately 2.25 mlntonnes.    ""this paradoxically is creating a problem for the maizeboard,"" kahn and kahn said.    it said the maize export price currently is depressed andthe board is ""probably confronted with the necessity to maintainor slightly increase the internal price of maize again...tooffset the ostensible loss which must be faced"" on exportingsurplus amounts. reuter"
10339,corn,"south african maize estimate called conservativethe south african governmentsmaize production estimate of 7.8 mln tonnes for the currentyear is ""rather too conservative,"" leading grain and producemerchants kahn and kahn pty ltd said.    the company, in a detailed report, estimated the harvest ashigh as 8.3 mln tonnes and said if this forecast is met theostensible surplus for export will be approximately 2.25 mlntonnes.    ""this paradoxically is creating a problem for the maizeboard,"" kahn and kahn said.    it said the maize export price currently is depressed andthe board is ""probably confronted with the necessity to maintainor slightly increase the internal price of maize again...tooffset the ostensible loss which must be faced"" on exportingsurplus amounts. reuter"
10367,sugar,"sugar market sees good recent offtakereports the soviet union has latelyextended its recent buying programme by taking five to eightraws cargoes from the free market at around 30/40 points undernew york may futures highlight recent worldwide demand forsugar for a variety of destinations, traders said.    the soviet buying follows recent whites buying by india,turkey and libya, as well as possible raws offtake by china.    some 300,000 to 400,000 tonnes could have changed hands incurrent activity, which is encouraging for a sugar trade whichpreviously saw little worthwhile end-buyer enquiry, they added.    dealers said a large proportion of the sales to the sovietunion in the past few days involved japanese operators sellingthai origin sugar.    prices for nearby shipment thai sugars have tightenedconsiderably recently due to good far eastern demand, possiblyfor sales to the soviet union or to pre-empt any large blockenquiries by china, they said.    thai prices for march/may 15 shipments have hardened toaround 13/14 points under may new york from larger discountspreviously, they added.    traders said the soviet union might be looking to buy moresugar in the near term, possibly towards an overall requirementthis year of around two mln tonnes. it is probable that some1.8 mln tonnes have already been taken up, they said.    turkey was reported this week to have bought around 100,000tonnes of whites while india had further whites purchases oftwo to three cargoes for mar/apr at near 227 dlrs a tonne costand freight and could be seeking more. libya was also a buyerthis week, taking two cargoes of whites which, for anundisclosed shipment period, were reported priced around229/230 dlrs a tonne cost and freight, they added.    futures prices reacted upwards to the news of end-buyerphysicals offtake, although much of the enquiry emergedrecently when prices took an interim technical dip, traderssaid.    pakistan is lined up shortly to buy 100,000 tonnes ofwhites although traders said the tender, originally scheduledfor tomorrow, might not take place until a week later.    egypt will be seeking 20,000 tonnes of may arrival whitesugar next week, while greece has called an internal ec tenderfor 40,000 tonnes of whites to be held in early april, forarrival in four equal parts in may, june, july and august. reuter"
10373,carcass,"ec extends parts of free food for poor schemea scheme to distribute surplus foodfree to the poor in the european community (ec), which was dueto expire next tuesday, will be partially extended for afurther month, an ec commission spokesman said.    he added the executive commission has not yet decidedwhether the scheme should become a permanent feature of theecs struggle to find a use for its massive stocks of farmproduce.    almost 60,000 tonnes of cereals, sugar, beef, butter andother food have been authorised for distribution under anoperation sanctioned by ec farm ministers on january 20 inwhich charities act as executive commission agents.    the original idea was to help the needy survive this yearsunusually cold european winter.    the spokesman said the commission was extending the schemefully in greece, which has recently been hit by unseasonalsnowstorms, for the month of april.    other ec countries would be authorised to use stocks offood for which they have already applied under the scheme up toapril 30. the spokesman said this would enable distribution offlour, semolina, sugar and olive oil at a relatively high ratenext month.    he said the commission, which has powers to continue mostaspects of the scheme without consulting ministers further,will be considering soon whether it should be made permanent.    cost, which has already reached around 65 mln europeancurrency units, would be a major consideration.    end-january stocks included 1.28 mln tonnes of butter,520,000 tonnes of beef and over 10 mln tonnes of cereals. reuter"
10373,sugar,"ec extends parts of free food for poor schemea scheme to distribute surplus foodfree to the poor in the european community (ec), which was dueto expire next tuesday, will be partially extended for afurther month, an ec commission spokesman said.    he added the executive commission has not yet decidedwhether the scheme should become a permanent feature of theecs struggle to find a use for its massive stocks of farmproduce.    almost 60,000 tonnes of cereals, sugar, beef, butter andother food have been authorised for distribution under anoperation sanctioned by ec farm ministers on january 20 inwhich charities act as executive commission agents.    the original idea was to help the needy survive this yearsunusually cold european winter.    the spokesman said the commission was extending the schemefully in greece, which has recently been hit by unseasonalsnowstorms, for the month of april.    other ec countries would be authorised to use stocks offood for which they have already applied under the scheme up toapril 30. the spokesman said this would enable distribution offlour, semolina, sugar and olive oil at a relatively high ratenext month.    he said the commission, which has powers to continue mostaspects of the scheme without consulting ministers further,will be considering soon whether it should be made permanent.    cost, which has already reached around 65 mln europeancurrency units, would be a major consideration.    end-january stocks included 1.28 mln tonnes of butter,520,000 tonnes of beef and over 10 mln tonnes of cereals. reuter"
10403,cocoa,"cocoa buffer stock compromise gaining acceptancea final compromise proposal on cocoabuffer stock rules presented by international cocoaorganization, icco, council chairman denis bra kanon is swiftlygaining acceptance by consumer and producer members, delegatessaid.    ""we are close, nearer than ever to accepting it, but westill have some work to do,"" producer spokesman mama mohammed ofghana told reuters after a producers meeting.    european community, ec, delegates said ec consumersaccepted the package in a morning meeting and predicted ""noproblems"" in getting full consumer acceptance.    delegates on both sides are keen to come to some agreementtoday, the last day of the fortnight-long council meeting, theysaid.    the compromise requires that buffer stock purchases fromnon-icco member countries cannot exceed 15 pct of total bufferstock purchases, delegates said. the non-member cocoa issue hasbeen among the most contentious in the rules negotiations.    the 15 pct figure, up five percentage points from earlierproposals, represents a concession to consumers, delegatessaid. they have demanded a larger allowance for non-membercocoa in the buffer stock than producers have wanted.    another problem area, delegates said, was the question ofprice differentials for different origins of cocoa bought intothe buffer stock, by which the buffer stock manager couldfairly compare relative prices of different cocoas offered tohim.    the compromise narrowed the range of differentials betweenthe origins from what previous proposals had detailed -- a movesome delegates described as ""just fiddling.""    but the adjustments may prove significant enough to appeasesome countries that were not satisfied with the originalproposed differentials assigned to them, delegates said.    the compromise also stated buffer stock purchases on anyday would be limited to 40 pct each in nearby, intermediate orforward positions, delegates said.    if the compromise is accepted by the council, mostconsumers and producers want buffer stock rules to take effectnext week, or as soon as practically possible.    the full council is scheduled to meet around 1500 gmt todiscuss the compromise, and could agree on it then if allparties are satisfied, they said. consumers are due to meetbefore the council. reuter"
10406,grain,"india steps up countertrade dealsindia is searching for non-communistcountertrade partners to help it cut its trade deficit andconserve foreign exchange.    wheat, tobacco, tea, coffee, jute, engineering andelectronic goods, as well as minerals including iron ore, areall on offer in return for crude oil, petroleum products,chemicals, steel and machinery, trade sources told reuters.    most of the impetus behind countertrade, which began in1984, comes from two state trading firms -- the state tradingcorp (stc) and the minerals and metals trading corp (mmtc).    ""the two state trading corporations are free to use theirbuying power in respect to bulk commodities to promote indianexports,"" a commerce ministry spokeswoman said, adding thatprivate firms are excluded from countertrading.    one trade source said india has targetted countries thatdepend on an indian domestic market recently opened to foreignimports. but countertrade deals still make up only a small partof indias total trading and are likely to account for lessthan eight pct of the estimated 18.53 billion dlrs in tradeduring the nine months ended december, the sources said.    countertrade accounted for just five pct of indias 25.65billion dlrs in trade during fiscal 1985/86 ended march,against almost nothing in 1984/85, official figures show.    however, the figures exclude exchanges with the easternbloc paid in non-convertible indian rupees, the sources said.    total trade with the soviet union, involving swaps ofagricultural produce and textiles for soviet arms and crudeoil, is estimated at 3.04 billion dlrs in fiscal 1986/87. reuter"
10406,wheat,"india steps up countertrade dealsindia is searching for non-communistcountertrade partners to help it cut its trade deficit andconserve foreign exchange.    wheat, tobacco, tea, coffee, jute, engineering andelectronic goods, as well as minerals including iron ore, areall on offer in return for crude oil, petroleum products,chemicals, steel and machinery, trade sources told reuters.    most of the impetus behind countertrade, which began in1984, comes from two state trading firms -- the state tradingcorp (stc) and the minerals and metals trading corp (mmtc).    ""the two state trading corporations are free to use theirbuying power in respect to bulk commodities to promote indianexports,"" a commerce ministry spokeswoman said, adding thatprivate firms are excluded from countertrading.    one trade source said india has targetted countries thatdepend on an indian domestic market recently opened to foreignimports. but countertrade deals still make up only a small partof indias total trading and are likely to account for lessthan eight pct of the estimated 18.53 billion dlrs in tradeduring the nine months ended december, the sources said.    countertrade accounted for just five pct of indias 25.65billion dlrs in trade during fiscal 1985/86 ended march,against almost nothing in 1984/85, official figures show.    however, the figures exclude exchanges with the easternbloc paid in non-convertible indian rupees, the sources said.    total trade with the soviet union, involving swaps ofagricultural produce and textiles for soviet arms and crudeoil, is estimated at 3.04 billion dlrs in fiscal 1986/87. reuter"
10406,coffee,"india steps up countertrade dealsindia is searching for non-communistcountertrade partners to help it cut its trade deficit andconserve foreign exchange.    wheat, tobacco, tea, coffee, jute, engineering andelectronic goods, as well as minerals including iron ore, areall on offer in return for crude oil, petroleum products,chemicals, steel and machinery, trade sources told reuters.    most of the impetus behind countertrade, which began in1984, comes from two state trading firms -- the state tradingcorp (stc) and the minerals and metals trading corp (mmtc).    ""the two state trading corporations are free to use theirbuying power in respect to bulk commodities to promote indianexports,"" a commerce ministry spokeswoman said, adding thatprivate firms are excluded from countertrading.    one trade source said india has targetted countries thatdepend on an indian domestic market recently opened to foreignimports. but countertrade deals still make up only a small partof indias total trading and are likely to account for lessthan eight pct of the estimated 18.53 billion dlrs in tradeduring the nine months ended december, the sources said.    countertrade accounted for just five pct of indias 25.65billion dlrs in trade during fiscal 1985/86 ended march,against almost nothing in 1984/85, official figures show.    however, the figures exclude exchanges with the easternbloc paid in non-convertible indian rupees, the sources said.    total trade with the soviet union, involving swaps ofagricultural produce and textiles for soviet arms and crudeoil, is estimated at 3.04 billion dlrs in fiscal 1986/87. reuter"
10406,iron-steel,"india steps up countertrade dealsindia is searching for non-communistcountertrade partners to help it cut its trade deficit andconserve foreign exchange.    wheat, tobacco, tea, coffee, jute, engineering andelectronic goods, as well as minerals including iron ore, areall on offer in return for crude oil, petroleum products,chemicals, steel and machinery, trade sources told reuters.    most of the impetus behind countertrade, which began in1984, comes from two state trading firms -- the state tradingcorp (stc) and the minerals and metals trading corp (mmtc).    ""the two state trading corporations are free to use theirbuying power in respect to bulk commodities to promote indianexports,"" a commerce ministry spokeswoman said, adding thatprivate firms are excluded from countertrading.    one trade source said india has targetted countries thatdepend on an indian domestic market recently opened to foreignimports. but countertrade deals still make up only a small partof indias total trading and are likely to account for lessthan eight pct of the estimated 18.53 billion dlrs in tradeduring the nine months ended december, the sources said.    countertrade accounted for just five pct of indias 25.65billion dlrs in trade during fiscal 1985/86 ended march,against almost nothing in 1984/85, official figures show.    however, the figures exclude exchanges with the easternbloc paid in non-convertible indian rupees, the sources said.    total trade with the soviet union, involving swaps ofagricultural produce and textiles for soviet arms and crudeoil, is estimated at 3.04 billion dlrs in fiscal 1986/87. reuter"
10444,grain,"ccc accepts bids on bonus wheat to algeria-usdathe commodity credit corporation,ccc, has accepted bids for export bonuses on 36,000 tonnes ofdurum wheat to algeria, the u.s. agriculture department said.    the department said the bonuses awarded averaged 40.42 dlrsper tonne and will be paid to exporters in the form ofcommodities from ccc inventories.    the bonuses were made to cam usa, inc, the department said.    the wheat is for shipment may 1-10, 1987.    an additional 264,000 tonnes of durum wheat are stillavaiable to algeria under the export enhancement programinitiative announced on march 16. reuter"
10444,wheat,"ccc accepts bids on bonus wheat to algeria-usdathe commodity credit corporation,ccc, has accepted bids for export bonuses on 36,000 tonnes ofdurum wheat to algeria, the u.s. agriculture department said.    the department said the bonuses awarded averaged 40.42 dlrsper tonne and will be paid to exporters in the form ofcommodities from ccc inventories.    the bonuses were made to cam usa, inc, the department said.    the wheat is for shipment may 1-10, 1987.    an additional 264,000 tonnes of durum wheat are stillavaiable to algeria under the export enhancement programinitiative announced on march 16. reuter"
10449,cocoa,"cocoa consumers accept compromise buffer planconsumer members of the internationalcocoa organization, icco, accepted a final buffer stock rulescompromise, ""on the condition that producers also agree,""consumer spokesman peter baron said.    the full council was meeting at 1530 gmt to discuss thecompromise, which was put together yesterday by icco chairmandenis bra kanon.    consumer delegates said they were optimistic the councilcould reach agreement on the rules fairly quickly. reuter"
10471,cocoa,"cocoa council agrees new buffer stock  rules - delegates
"
10485,gold,"pegasus gold <pgulf> starts milling in montanapegasus gold inc saidmilling operations have started at its montana tunnels open-pitgold, silver, zinc and lead mine near helena.    the start-up is three months ahead of schedule and six mlndlrs under budget, the company said. original capital cost ofthe mine was 57.5 mln dlrs, but came in at 51.5 mln dlrs, thecompany said.    after a start-up period, the mill is expected to produce 106,000 ounces of gold, 1,700,000 ounces of silver, 26,000 tonsof zinc and 5,700 tons of lead on an annual basis from4,300,000 tons of ore, the company said. reuter"
10485,silver,"pegasus gold <pgulf> starts milling in montanapegasus gold inc saidmilling operations have started at its montana tunnels open-pitgold, silver, zinc and lead mine near helena.    the start-up is three months ahead of schedule and six mlndlrs under budget, the company said. original capital cost ofthe mine was 57.5 mln dlrs, but came in at 51.5 mln dlrs, thecompany said.    after a start-up period, the mill is expected to produce 106,000 ounces of gold, 1,700,000 ounces of silver, 26,000 tonsof zinc and 5,700 tons of lead on an annual basis from4,300,000 tons of ore, the company said. reuter"
10485,zinc,"pegasus gold <pgulf> starts milling in montanapegasus gold inc saidmilling operations have started at its montana tunnels open-pitgold, silver, zinc and lead mine near helena.    the start-up is three months ahead of schedule and six mlndlrs under budget, the company said. original capital cost ofthe mine was 57.5 mln dlrs, but came in at 51.5 mln dlrs, thecompany said.    after a start-up period, the mill is expected to produce 106,000 ounces of gold, 1,700,000 ounces of silver, 26,000 tonsof zinc and 5,700 tons of lead on an annual basis from4,300,000 tons of ore, the company said. reuter"
10485,lead,"pegasus gold <pgulf> starts milling in montanapegasus gold inc saidmilling operations have started at its montana tunnels open-pitgold, silver, zinc and lead mine near helena.    the start-up is three months ahead of schedule and six mlndlrs under budget, the company said. original capital cost ofthe mine was 57.5 mln dlrs, but came in at 51.5 mln dlrs, thecompany said.    after a start-up period, the mill is expected to produce 106,000 ounces of gold, 1,700,000 ounces of silver, 26,000 tonsof zinc and 5,700 tons of lead on an annual basis from4,300,000 tons of ore, the company said. reuter"
10487,grain,"lower ascs corn prices to affect ten statesthe agriculture departmentswidening of louisiana gulf differentials will affect countyposted prices for number two yellow corn in ten states, a usdaofficial said.    all counties in iowa will be affected, as will countieswhich use the gulf to price corn in illinois, indiana,tennessee, kentucky, missouri, mississippi, arkansas, alabamaand louisiana, said ron burgess, deputy director of commodityoperations division for the usda.    usda last night notified the grain industry that effectiveimmediately, all gulf differentials used to price interior cornwould be widened on a sliding scale basis of four to eight cts,depending on what the differential is.    usdas action was taken to lower excessively high postedcounty prices for corn caused by high gulf prices.    ""weve been following this louisiana gulf situation for amonth, and we dont think its going to get back in line in anynearby time,"" burgess said.    burgess said usda will probably narrow back the gulfdifferentials when and if gulf prices recede. ""if were off themark now because were too high, wouldnt we be as much off themark if were too low?"" he said.    while forecasting more adjustments if gulf prices fall,burgess said no other changes in usdas price system are beingplanned right now.    ""we dont tinker. we dont make changes lightly, and wedont make changes often,"" he said. reuter"
10487,corn,"lower ascs corn prices to affect ten statesthe agriculture departmentswidening of louisiana gulf differentials will affect countyposted prices for number two yellow corn in ten states, a usdaofficial said.    all counties in iowa will be affected, as will countieswhich use the gulf to price corn in illinois, indiana,tennessee, kentucky, missouri, mississippi, arkansas, alabamaand louisiana, said ron burgess, deputy director of commodityoperations division for the usda.    usda last night notified the grain industry that effectiveimmediately, all gulf differentials used to price interior cornwould be widened on a sliding scale basis of four to eight cts,depending on what the differential is.    usdas action was taken to lower excessively high postedcounty prices for corn caused by high gulf prices.    ""weve been following this louisiana gulf situation for amonth, and we dont think its going to get back in line in anynearby time,"" burgess said.    burgess said usda will probably narrow back the gulfdifferentials when and if gulf prices recede. ""if were off themark now because were too high, wouldnt we be as much off themark if were too low?"" he said.    while forecasting more adjustments if gulf prices fall,burgess said no other changes in usdas price system are beingplanned right now.    ""we dont tinker. we dont make changes lightly, and wedont make changes often,"" he said. reuter"
10489,corn,"greece buys 55,000 tonnes french maize - tradegreece bought a total of 55,000 tonnes offrench maize when it tendered yesterday, initially for 30,000tonnes of april delivery, trade sources said.    they said 25,000 tonnes, to be shipped from bordeaux, weresold at 1,603 francs per tonne fob, 15,000 tonnes from rouen at1,596 francs fob and 15,000 tonnes from sete at 1,607 francsfob. reuter"
10489,grain,"greece buys 55,000 tonnes french maize - tradegreece bought a total of 55,000 tonnes offrench maize when it tendered yesterday, initially for 30,000tonnes of april delivery, trade sources said.    they said 25,000 tonnes, to be shipped from bordeaux, weresold at 1,603 francs per tonne fob, 15,000 tonnes from rouen at1,596 francs fob and 15,000 tonnes from sete at 1,607 francsfob. reuter"
10491,cocoa,"cocoa buffer stock rules to take effect  immediately - delegates
"
10494,grain,"drought cuts chinese wheat crop -- usda reportdrought has resulted in a reductionin chinas estimated wheat crop this year to 87.0 mln tonnes,2.0 mln below last years harvest, the u.s. agriculturedepartments officer in peking said in a field report.    the report, dated march 25, said imports in the 1987/88season are projected at 8.0 mln tonnes, 1.0 mln tonnes abovethe the current seasons estimate.    imports from the united states are estimated at 1.5 mlntonnes compared to only 150,000 tonnes estimated for the1986/87 year, it said.    after travelling to major wheat producing areas andobtaining more information on the planted area, the totalplanted area was estimated down 290,000 hectares due to the dryfall, it said.    the report said to compensate for the below normalprecipitation irrigation has increased as has the use offertilizer.    while there are pockets where irrigation is not possible,most of the wheat crop has access to some water and thereforehas emerged from dormancy and is doing well, the report said.    it said scattered rain in many parts of china in the past10 days has improved the situation but information on haildamage in anhui is incomplete. reuter"
