id,topics,texts
10268,tea,"india steps up countertrade deals to cut trade gapindia is searching for non-communistcountertrade partners to help it cut its trade deficit andconserve foreign exchange.    wheat, tobacco, tea, coffee, jute, engineering andelectronic goods, as well as minerals including iron ore, areall on offer in return for crude oil, petroleum products,chemicals, steel and machinery, trade sources told reuters.    most of the impetus behind countertrade, which began in1984, comes from two state trading firms -- the state tradingcorp (stc) and the minerals and metals trading corp (mmtc).    ""the two state trading corporations are free to use theirbuying power in respect to bulk commodities to promote indianexports,"" a commerce ministry spokeswoman said, adding thatprivate firms are excluded from countertrading.    one trade source said india has targetted countries thatdepend on an indian domestic market recently opened to foreignimports.    however, countertrade deals still make up only a small partof indias total trading and are likely to account for lessthan eight pct of the estimated 18.53 billion dlrs in tradeduring the nine months ended december, the sources said.    countertrade accounted for just five pct of indias 25.65billion dlrs in trade during fiscal 1985/86 ended march,against almost nothing in 1984/85, official figures show.    however, the figures exclude exchanges with the easternbloc paid in non-convertible indian rupees, the sources said.    total trade with the soviet union, involving swaps ofagricultural produce and textiles for soviet arms and crudeoil, is estimated at 3.04 billion dlrs in fiscal 1986/87,against three billion in 1985/86.    indian countertrade, which is being promoted mainly to helpnarrow the countrys large trade deficit, is stillinsignificant compared with agreements reached by indonesia,venezuela and brazil, the trade sources said.    the trade deficit, which hit an estimated record 6.96billion dlrs in 1985/86, is expected to decline to 5.6 billionin the current fiscal year.    but the push to include non-communist countries incountertrade is also due to other factors, including the slowgrowth of foreign reserves, a tight debt repayment schedule,shrinking aid and trade protectionism, businessmen said.    one source said india is showing more dynamism in promotingcountertrade deals than in the past, when the deals were madediscreetly because they break gatt rules. as a member of thegeneral agreement on tariffs and trade (gatt), india cannotofficially support bartering.    the mmtcs recent countertrade deals include iron oreexports to yugoslavia for steel structures and rails.    ""mmtcs recent global tenders now include a clause thatpreference will be given to parties who accept payment in kindfor goods and services sold to india,"" a trade official said,adding that the policy remains flexible.    ""we also take into account other factors such as prices atwhich the goods and services are offered to india,"" the tradeofficial said.    early this year the commerce ministry quietly told foreigncompanies interested in selling aircraft, ships, drilling rigsand railway equipment to india that they stood a better chanceif they bought indian goods or services in return, the tradesources said.    illustrating the point, the official said a south koreanfirm recently agreed to sell a drilling platform worth 40 mlndlrs to the state-run oil and natural gas commission.    in return, the south koreans gave a verbal assurance to buyindian goods worth 10 pct of the contract, against the 25 pctsought by new delhi, the trade official said.    ""we selected the korean firm because its bid was the lowest,""he added.    countertrade is helping african countries short of foreigncurrency to import goods. india has signed a trade protocol tobuy up to 15,000 tonnes of asbestos fibre from zimbabwe inexchange for indian goods, including jute bags and cars.    but despite indias new drive, countertrade has someinherent problems, they added.    ""it is not always easy to meet the basic requirement thatthe trade should always be balanced,"" one trade source said. ""theother problem is it is often difficult to supply or buycommodities which the other party wants.""    another added, ""barter is also restrictive. we look upon itas a temporary measure to get over the current balance ofpayments difficulty.    ""this is why countertrade has not been made a law in india.it does not even figure in the countrys foreign trade policy."" reuter"
10300,castorseed,"india's 1986/87 castor oil exports fall - tradersindias castor oil exports areprovisionally estimated at 30,000 tonnes in fiscal 1986/87,ending march 31, against 54,000 tonnes in 1985/86 due to ashortfall in the domestic castorseed crop, private traderssaid.    drought in parts of the country is expected to reduce thecastorseed crop to a provisionally estimated 350,000 tonnes in1986/87 from 550,000 tonnes in 1985/86, they told reuters. reuter"
10300,castor-oil,"india's 1986/87 castor oil exports fall - tradersindias castor oil exports areprovisionally estimated at 30,000 tonnes in fiscal 1986/87,ending march 31, against 54,000 tonnes in 1985/86 due to ashortfall in the domestic castorseed crop, private traderssaid.    drought in parts of the country is expected to reduce thecastorseed crop to a provisionally estimated 350,000 tonnes in1986/87 from 550,000 tonnes in 1985/86, they told reuters. reuter"
10330,rape-oil,"india buys 20,000 tonnes of rapeseed oilthe indian state trading corporation(stc) bought a 20,000 tonne cargo of optional origin rapeseedoil at its vegetable oil import tender yesterday, traders said.the oil was for june 20/july 20 shipment at 321 dlrs per tonnecif.    traders said the stc attempted to buy eight cargoes ofprocessed palm oil but its price ideas were too low forexporters. it also failed to secure soyoil for the same reason,they said. reuter"
10485,silver,"pegasus gold <pgulf> starts milling in montanapegasus gold inc saidmilling operations have started at its montana tunnels open-pitgold, silver, zinc and lead mine near helena.    the start-up is three months ahead of schedule and six mlndlrs under budget, the company said. original capital cost ofthe mine was 57.5 mln dlrs, but came in at 51.5 mln dlrs, thecompany said.    after a start-up period, the mill is expected to produce 106,000 ounces of gold, 1,700,000 ounces of silver, 26,000 tonsof zinc and 5,700 tons of lead on an annual basis from4,300,000 tons of ore, the company said. reuter"
10485,zinc,"pegasus gold <pgulf> starts milling in montanapegasus gold inc saidmilling operations have started at its montana tunnels open-pitgold, silver, zinc and lead mine near helena.    the start-up is three months ahead of schedule and six mlndlrs under budget, the company said. original capital cost ofthe mine was 57.5 mln dlrs, but came in at 51.5 mln dlrs, thecompany said.    after a start-up period, the mill is expected to produce 106,000 ounces of gold, 1,700,000 ounces of silver, 26,000 tonsof zinc and 5,700 tons of lead on an annual basis from4,300,000 tons of ore, the company said. reuter"
10485,lead,"pegasus gold <pgulf> starts milling in montanapegasus gold inc saidmilling operations have started at its montana tunnels open-pitgold, silver, zinc and lead mine near helena.    the start-up is three months ahead of schedule and six mlndlrs under budget, the company said. original capital cost ofthe mine was 57.5 mln dlrs, but came in at 51.5 mln dlrs, thecompany said.    after a start-up period, the mill is expected to produce 106,000 ounces of gold, 1,700,000 ounces of silver, 26,000 tonsof zinc and 5,700 tons of lead on an annual basis from4,300,000 tons of ore, the company said. reuter"
10712,coconut,"philippine coconut agency gets new administratornewly-installed philippine coconutauthority chairman jose romero has announced the appointment oflawyer leandro garcia as administrator, replacing colonel felixduenas who is returning to military duty.    the new constitution does not allow military men to holdpositions in civilian agencies.    duenas and four other military men who were assigned to theauthority in 1978, will return to the ministry of defence wherethey worked prior to their appointments at the coconut agency. reuter"
10758,sun-oil,"algeria sets tender for rape/sunflowerseed oilalgeria will tender on april 3 for20,000 tonnes of optional origin sunflowerseed oil/rapeseed oilfor apr/may loading, traders said.    meanwhile, the market is awaiting results of an algerianimport tender which took place over the weekend for about10,000 tonnes of refined vegetable oils in drums, tradersadded. reuter"
11519,lumber,"usda's amstutz ""sympathetic"" to wood creditsu.s. agriculture undersecretarydaniel amstutz said he was ""totally sympathetic"" with u.s. woodproducers desire to have their exports eligible for governmentcredit guarantees.    but he told the senate appropriations agriculturesubcommittee that including wood products in the departmentsshort- or intermediate-term export guarantee programs wouldconflict with u.s. multilateral trade obligations.    currently, u.s. wood products are not eligible forgovernment export credit guarantee because they are considered""manufactured products,"" amstutz said.    he said usda had devoted an ""enormous amount"" of time toconsidering making wood products eligible for the guaranteesand that congress was considering a measure to do so. reuter"
11778,palmkernel,"malaysia raises palm oil export dutiesthe malaysian government said itraised the export duty on processed palm oil (ppo) to 70.90ringgit per tonne from 64.06 in march, effective today.    export duty on crude palm oil (cpo) rose to 38.30 ringgitper tonne from 16.06 last month.    the gazetted price for ppo rose to 819.6600 ringgit pertonne from 796.8604 a month earlier and that on cpo to 711.0037ringgit from 617.8238.    the export duty and gazetted price of palm kernel stoodunchanged at 191.15 and 955.75 ringgit per tonne respectively. reuter"
13080,coconut-oil,"u.s. scientists say tropical oils health risku.s. scientists said some tropicalvegetable oils can be hazardous to consumers whose health is atrisk because of high levels of saturated fat, lending weight toa campaign by the american soybean association (asa) forlabelling changes.    the scientists appeared to support an asa charge, denied bymalaysian palm growers, that imported coconut, palm and palmkernel oils contain high levels of saturated fat and thus raiseblood cholesterol and the risk of heart disease.    in a petition filed in january, the asa asked the u.s. foodand drug administration (fda) to require palm, palm kernel andcoconut oils to be identified as saturated fats on foodmanufacturers labels.    the fda responded to the asa in a letter saying it wouldconsider the petition as a comment to a proposed rule dealingwith cholesterol and fatty acid labelling of foods.    malaysian oil palm growers have said the charges by the asathat palm oil consumption increases blood cholesterol andcontributes to heart disease are untrue.    but steve chang, professor of food science at rutgersuniversity, said, ""palm oil is definitely not good for humanhealth because it has a high content of saturated fatty acid.""    he added that the higher the fatty acid, the greater theblood cholesterol level. ""it has been well established thathigh cholesterol levels will have a higher level of heartdisease,"" he said.    a malaysian oil palm growers council official, borgebek-nielsen, has said studies have shown that palm oil ischolesterol-free, low in saturated fats, has anti-cancerproperties and prevents blood clotting and blocking of arteriesin humans.    bek-nielsen said americans consume more saturated fatsdaily through food like butter, bacon, ham and beef than frompalm oil, which, he added is rich in vitamins a and e.    david kritchevsky, associate director of the wistarinstitute in philadelphia, appeared to take the asa view onlabelling. ""what people really have to learn is to read labels,""said kritchevsky. ""the more a consumer knows, the more likely hewill make an intelligent choice.""    the u.s. scientists said they had no doubt imported palm,palm kernel and coconut oils contain high saturated fat levels.    kritchevsky, a specialist in nutrition, said, ""moresaturated fat would raise cholesterol levels...so, from thatpoint of view its a health risk. high cholesterol levels inthe blood are a risk factor for heart disease.""    susanne harris, deputy assistant secretary of the u.s.agriculture departments food and consumer services division,said the health risk among consumers of vegetable oils withhigh saturated fat levels was highest among those who haveheart disease.    the scientists said more than 50 pct of the fatty acidcontent of the tropical oils was saturated, whereas less than20 pct of the fatty acid content of soybean oil was saturated.    david ericksen, director of asas technical services, saidu.s. soybean producers could regain about one-half of the 273mln dlrs in sales lost to imported tropical oils if consumerswere aware the vegetable oils were high in saturated fat.    imported tropical oils displace 171 mln bushels of u.s.soybean sales in the u.s. market, asa estimates.    u.s. imports of coconut oil during january totaled 82.9 mlnlbs compared with 48.0 mln lbs in december and 106.5 mln a yearearlier, according to commerce department figures.    imports of palm oil totaled 44.0 mln lbs compared with 51.3mln lbs in december and 85.2 mln a year earlier. reuter"
13852,oat,"grain reserve holdings -- usdathe u.s. agriculture department gavea preliminary breakdown of grain in the farmer-owned grainreserve as of april 1, with comparisons, based on telephonereports from farmers filed with the departments kansas cityfield office, in mln bushels --           april 1   previous wheat     657.6      659.7 corn    1,406.5    1,397.0 sorghum    95.8       95.5 barley    122.1      122.0 oats        3.7        3.7  reuter"
7921,pork-belly,"u.s. cold storage stocks - march 1 frozen pork bellies - lbs - 34,471,000, vs a revised 34,900,000 on feb 1 and 51,218,000 a year ago.
"
6412,cotton-oil,"egypt rejects veg oil offers, to retenderegypt rejected all offers at a vegetableoil import tender yesterday for unspecified amounts ofsunflowerseed oil and/or cottonseed oil, traders said. it hasasked for a renewal of offers on march 24.    exporters said they were not prepared to offer material onegypts new landed contract terms which include a clause, ""freefrom radioactive contamination."" offers submitted were on oldcontract terms, all of which were rejected. reuter"
12254,linseed,"argentine subproducts shipments in 1986argentine subproducts shipmentsduring january/december 1986 totalled 5,618,315 tonnes, against4,815,188 tonnes in the same period of 1985, the argentinegrain board said.    breakdown was as follows: cotton 26,992 (41,933), sunflower1,403,230 (1,190,862), linseed 261,600 (309,191), groundnutseed23,595 (22,809), soybean 3,275,225 (2,415,492), bran/pollardswheat 606,352 (659,271), fiber cotton 3,256 (107,752), wheatflour 18,065 (67,878), rape nil (nil), the board added.    shipments during december 1986 amounted to 418,755 tonnes,against 257,844 tonnes in the same month of 1985.    the breakdown, was as follows, in tonnes:    cotton 3,002 (6,234), sunflower 86,612 (38,347), linseed23,954 (38,290), groundnutseed nil (nil), soybean 264,650(104,571), bran/polards wheat 37,724 (49,946), fiber cotton 987(2,121), wheat flour 1,826 (18,335), rapeseed nil (nil), theboard said.    the ten principal destinations during january/december1986, with comparative figures for the same period of 1985 inbrackets, were as follows, in tonnes:    holland 2,444,260 (2,234,049), belgium 546,423 (595,635),italy 430,029 (338,766), czechoslovakia 365,897 (236,836), cuba253,067 (222,842), iran 250,646 (192,430), west germany232,049) (158,491), bulgaria 207,030 (300,488), spain andcanary islands 176,287 (113,751), corea 163,304 (37,416), theboard added. reuter"
12254,groundnut,"argentine subproducts shipments in 1986argentine subproducts shipmentsduring january/december 1986 totalled 5,618,315 tonnes, against4,815,188 tonnes in the same period of 1985, the argentinegrain board said.    breakdown was as follows: cotton 26,992 (41,933), sunflower1,403,230 (1,190,862), linseed 261,600 (309,191), groundnutseed23,595 (22,809), soybean 3,275,225 (2,415,492), bran/pollardswheat 606,352 (659,271), fiber cotton 3,256 (107,752), wheatflour 18,065 (67,878), rape nil (nil), the board added.    shipments during december 1986 amounted to 418,755 tonnes,against 257,844 tonnes in the same month of 1985.    the breakdown, was as follows, in tonnes:    cotton 3,002 (6,234), sunflower 86,612 (38,347), linseed23,954 (38,290), groundnutseed nil (nil), soybean 264,650(104,571), bran/polards wheat 37,724 (49,946), fiber cotton 987(2,121), wheat flour 1,826 (18,335), rapeseed nil (nil), theboard said.    the ten principal destinations during january/december1986, with comparative figures for the same period of 1985 inbrackets, were as follows, in tonnes:    holland 2,444,260 (2,234,049), belgium 546,423 (595,635),italy 430,029 (338,766), czechoslovakia 365,897 (236,836), cuba253,067 (222,842), iran 250,646 (192,430), west germany232,049) (158,491), bulgaria 207,030 (300,488), spain andcanary islands 176,287 (113,751), corea 163,304 (37,416), theboard added. reuter"
12361,sun-meal,"argentine grain/oilseed export prices adjustedthe argentine grain board adjustedminimum export prices of grain and oilseed products in dlrs pertonne fob, previous in brackets, as follows:    sunflowerseed cake and expellers 99 (97), pellets 97 (95)and meal 95 (93).                                   sunflowerseed oil for shipments through may 308 (300) andjune onwards 314 (307).                             linseed cake and expellers 137 (136), pellets 115 (114) andmeal 105 (104), all for shipments through june.     linseed cake and expellers 146 (145), pellets 124 (123) andmeal 114 (113), all for shipments july onwards.    soybean cake and expellers 169 (167), pellets 162 (160) andmeal 152 (150), all for shipments through may.      soybean cake and expellers 166 (164), pellets 159 (157) andmeal 149 (147), all for shipments june onwards. reuter"
12361,lin-meal,"argentine grain/oilseed export prices adjustedthe argentine grain board adjustedminimum export prices of grain and oilseed products in dlrs pertonne fob, previous in brackets, as follows:    sunflowerseed cake and expellers 99 (97), pellets 97 (95)and meal 95 (93).                                   sunflowerseed oil for shipments through may 308 (300) andjune onwards 314 (307).                             linseed cake and expellers 137 (136), pellets 115 (114) andmeal 105 (104), all for shipments through june.     linseed cake and expellers 146 (145), pellets 124 (123) andmeal 114 (113), all for shipments july onwards.    soybean cake and expellers 169 (167), pellets 162 (160) andmeal 152 (150), all for shipments through may.      soybean cake and expellers 166 (164), pellets 159 (157) andmeal 149 (147), all for shipments june onwards. reuter"
12361,soy-meal,"argentine grain/oilseed export prices adjustedthe argentine grain board adjustedminimum export prices of grain and oilseed products in dlrs pertonne fob, previous in brackets, as follows:    sunflowerseed cake and expellers 99 (97), pellets 97 (95)and meal 95 (93).                                   sunflowerseed oil for shipments through may 308 (300) andjune onwards 314 (307).                             linseed cake and expellers 137 (136), pellets 115 (114) andmeal 105 (104), all for shipments through june.     linseed cake and expellers 146 (145), pellets 124 (123) andmeal 114 (113), all for shipments july onwards.    soybean cake and expellers 169 (167), pellets 162 (160) andmeal 152 (150), all for shipments through may.      soybean cake and expellers 166 (164), pellets 159 (157) andmeal 149 (147), all for shipments june onwards. reuter"
12502,wool,"mauritius lifts duty on textile-related goodsmauritius has lifted import duties ontextiles and other goods connected with the textile industry aspart of its economic liberalisation programme, finance ministervishnu lutchmeenaraido said.    lutchmeenaraido said the move was aimed at boosting thelocal textiles industry and making this indian ocean island ashopping paradise for textile goods. he said all types oftextiles, textile machinery and associated goods such as sewingthread, buttons and collar supports would be placed on theduty-free list, effective from april 1.    official sources said the government was also planning toabolish import duties on fertiliser and agricultural equipment,with the liberalisation measures would be extended to otherareas of industry later.    the textiles industry dominates mauritiuss exportprocessing zone, and the island has become a major exporter ofwoollen knitwear. reuter"
12943,plywood,"usda corrects turkey credit announcementthe u.s. agriculture department saidan announcement by the department yesterday concerning 15.0 mlndlrs in additional credit guarantees for exports of u.s.commodities to turkey contained two inaccuracies.    first, the usda said its announcement should not have saidthat plywood was excluded from the additional three mln dlrs ingsm-102 credit guarantees for lumber.    the original announcement said the guarantees includedthree mln dlrs for lumber, except plywood.    melvin sims, usda general sales manager, told reuters hedid not anticipate any plywood would be included in the sales,but that ""its possible it would be.""    plywood in the past has not been eligible for gsm-102credit guarantees because it is considered by some to be amanufactured product. members states of the organization foreconomic cooperation and development have pledged not to offerconcessional credits on manufactured products, sims said.    however, the reagan administration is considering whetherto allow plywood sales to be covered by the credit guaranteeprogram, sims said.    second, the usda announcement said 6.0 mln dlrs of apreviously announced 6.0-mln dlr line for tallow under gsm-102was available for both public and private sector importers.    in fact, the line of credit guarantees for tallow isavailable only for public sector importers, walter stern,foreign agricultural service turkey analyst, said. reuter"
2557,fishmeal,"west german fishmeal imports highest in 15 yearswest german gross fishmeal imports rose60,260 tonnes, or 14.6 pct, last year to 471,891 tonnes, thehighest level since 1972, trade sources said.    re-exports fell by 6.6 pct, resulting in a surge in netimports from 175,901 to 251,708 tonnes, an increase of 43 pct.    total west german consumption was estimated at around ahigh 287,000 tonnes, largely reflecting attractive prices. thesources, however, could not give comparative figures for 1985.    south american producer countries supplied 97 pct of westgerman requirements, with chile shipping 229,176 tonnes (1985 -182,959) and peru 210,513 (147,014) tonnes.    the two south american countries share of the west germanmarket rose to 93.2 pct from 80.2 pct because imports fromecuador fell to 21,110 tonnes in 1986 from 51,722 in 1985.    west germany imported 56,823 tonnes of fishmeal indecember, up from 46,236 tonnes in the same 1985 month, withre-exports at 22,262 tonnes after 25,062 a year earlier. reuter"
2782,platinum,"<technigen platinum corp> in metals findtechnigen platinum corp said itinitial results of a 13-hole drilling program on its r.m. nicelplatinum property in rouyn-noranda, quebec, indicate""extensive"" near-surface zones ""highly"" enriched in gold,platinum and palladium were found in rocks on the periphery ofa sulphide deposit.    it said values of up to 0.073 ounce of platinum, 0.206ounce palladium, three pct copper and 4.5 pct nickel were foundover a drill section of 13 feet.                   more"
2782,palladium,"<technigen platinum corp> in metals findtechnigen platinum corp said itinitial results of a 13-hole drilling program on its r.m. nicelplatinum property in rouyn-noranda, quebec, indicate""extensive"" near-surface zones ""highly"" enriched in gold,platinum and palladium were found in rocks on the periphery ofa sulphide deposit.    it said values of up to 0.073 ounce of platinum, 0.206ounce palladium, three pct copper and 4.5 pct nickel were foundover a drill section of 13 feet.                   more"
2913,cornglutenfeed,"u.s. corn growers blast canada corn rulingcanadas ruling in favor of a duty onu.s. corn was a keen disappointment to the national corngrowers association and has set a dangerous precedent for othernations to follow, said mike hall, lobbyist for theassociation.    ""the french corn growers will clearly charge ahead now andjust change corn to corn gluten feed"" in their complaint, halltold reuters.    a canadian government agency ruled today that u.s. farmpolicies are causing injury to canadian corn farrmers andsupported an earlier imposed countervailing duty of about 85cts per bushel.    ""this was cleary a political decision,"" hall said. ""theamount of corn we export to canada is insignificant.""    the unexpected ruling appeared to be based on the agrumentthat canada bases its corn prices on u.s. futures prices andthat american farm policy has driven down these prices, thuscausing lower prices to canadian farmers and larger governmentpayments through its farm stabilization program, hall said.    hall said this is a new definition for injury, but thatother nations might also now apply this same argument to attacku.s. farm programs.    the french corn growers could now charge that u.s. farmprograms create an unfair subsidy for corn gluten feed, hallsaid. the french have long wanted to control the imports ofu.s. corn gluten feed into the community, saying that theimported feed was unfairly displacing european grain. reuter"
2974,tapioca,"ec farm liberalisation seen hurting thai tapiocaany european community decision toliberalise farm trade policy would hurt thailands tapiocaindustry, said ammar siamwalla, an agro-economist at thethailand development research institute (tdri).    he told a weekend trade seminar here that any ec move tocut tariff protection for ec grains would make many crops morecompetitive than tapioca in the european market.    the ec is the largest buyer of thai tapioca, absorbing morethan two thirds of the 5.8 mln tonnes of pellets exported bythailand last year. thailand has an ec quota of an average 5.25mln tonnes a year until 1990.    ammar said thailand had benefited from an ec tariffloophole that subjects thai tapioca to a preferential six pctimport duty.    ammar, head of the agricultural research group of the tdri,suggested tapioca farmers diversify to other crops.    he said: ""if cereal prices in europe fall so that they areclose to world prices, the tapioca market there will disappearcompletely.""    he said the issue may put thailand in a dilemma because ithad recently joined other major commodity producers in callingon the ec to cut its farm product export subsidies. reuter"
3317,potato,"usda winter/spring potato estimatesthe u.s. agriculture departmentestimated 1987 winter potato production, based on march 1conditions, at 2,788,000 cwts (100 lbs), vs 2,764,000 cwtsindicated last month and 2,991,000 cwts last year.    the department estimated winter potato area for harvest at11,900 acres, vs 11,900 acres last month and 12,300 acres in1986.    the yield per harvested acre for winter potatoes isestimated at 234 cwts per acre, vs 243 cwts last year.    the department also projected 1987 spring potato crop areaplanted at 79,300 cwts, vs 77,400 cwts last year, and area forharvest at 76,700 acres, vs 75,900 acres harvested last year. reuter"
3950,corn-oil,"mexico veg oil tax not aimed at sunflower--usdathe mexican secretariat of commercehas told the u.s. that recent implementation of a 10 pct advalorem tariff for fixed vegetable oils, fluid or solid, crude,refined or purified, was not targeted at sunflower oil, theu.s. agriculture department said.    in its world production and trade report, the departmentsaid the increase in tariffs on this category which includessunflower, corn and rapeseed oils, was a reaction to importersusing basket categories to avoid paying tariffs on specifichigh-tariff products. reuter"
6,lin-oil,"argentine 1986/87 grain/oilseed registrationsargentine grain board figures showcrop registrations of grains, oilseeds and their products tofebruary 11, in thousands of tonnes, showing those for futureshipments month, 1986/87 total and 1985/86 total to february12, 1986, in brackets:    bread wheat prev 1,655.8, feb 872.0, march 164.6, total2,692.4 (4,161.0).    maize mar 48.0, total 48.0 (nil).    sorghum nil (nil)    oilseed export registrations were:    sunflowerseed total 15.0 (7.9)    soybean may 20.0, total 20.0 (nil)    the board also detailed export registrations forsubproducts, as follows,    subproducts    wheat prev 39.9, feb 48.7, march 13.2, apr 10.0, total111.8 (82.7) .    linseed prev 34.8, feb 32.9, mar 6.8, apr 6.3, total 80.8(87.4).    soybean prev 100.9, feb 45.1, mar nil, apr nil, may 20.0,total 166.1 (218.5).    sunflowerseed prev 48.6, feb 61.5, mar 25.1, apr 14.5,total 149.8 (145.3).    vegetable oil registrations were :             sunoil prev 37.4, feb 107.3, mar 24.5, apr 3.2, may nil,jun 10.0, total 182.4 (117.6).                      linoil prev 15.9, feb 23.6, mar 20.4, apr 2.0, total 61.8,(76.1).                             soybean oil prev 3.7, feb 21.1, mar nil, apr 2.0, may 9.0,jun 13.0, jul 7.0, total 55.8 (33.7).        reuter"
97,rye,"ascs terminal market values for pik grainthe agricultural stabilization andconservation service (ascs) has established these unit valuesfor commodities offered from government stocks throughredemption of commodity credit corporation commoditycertificates, effective through the next business day.    price per bushel is in u.s. dollars. sorghum is priced percwt, corn yellow grade only.     wheat     hrw   hrs    srw   sww   durum chicago       --    3.04   2.98  --    -- ill. track    --    --     3.16  --    -- toledo        --    3.04   2.98  2.90  -- memphis       --    --     3.05  --    -- peoria        --    --     3.11  --    -- denver        2.62  2.63  --    --    -- evansville    --    --    2.99  --    -- cincinnati    --    --    2.96  --    -- minneapolis   2.65  2.71  --    --    3.70 baltimore/ norf./phil.   --    --    3.06  2.98  -- kansas city   2.87  --    3.17  --    -- st. louis     3.03  --    3.03  --    -- amarillo/ lubbock       2.64  --    --    --    --               hrw   hrs   srw   sww   durum lou. gulf     --    --    3.16  --    -- portland/ seattle       3.07  3.08  --    3.10  3.70 stockton      2.78  --    --    --    -- l.a.          3.23  --    --    --    4.05 duluth        2.65  2.71  --    --    3.70 tex. gulf     3.10  --    3.16  --    --             corn  brly  oats  rye   soyb  sorg chicago     1.47  --    --    --    4.81  2.49 ill. track  1.49  2.04  --    --    4.85  2.52 toledo      1.41  2.04  1.50  --    4.78  2.39 memphis     1.59  1.95  1.71  --    4.90  2.86 peoria      1.51  ---   --    --    4.80  2.60 denver      1.56  1.56  --    --    --    2.54 evnsvlle    1.54  2.04  1.50  2.17  4.90  2.61 cinci       1.52  2.04  1.50  2.17  4.85  2.58 mpls        1.34  1.75  1.50  1.85  4.68  -- balt/nor/ phil        1.70  1.80  --    --    4.98  3.12 kc          1.49  1.56  1.64  --    4.76  2.58 st lo       1.54  --    1.66  --    4.90  2.91 amarlo/ lubbck      1.84  1.40  --    --    4.75  2.92 lou gulf    1.73  --    --    --    5.05  3.12 port/ seattle     1.87  2.10  1.68  --    --    -- stockton    2.18  2.23  2.10  --    --    4.00 la          2.54  2.50  --    --    --    4.38 duluth      1.34  1.75  1.50  1.85  4.68  -- tex gulf    1.73  1.48  1.73  --    5.05  3.12 reuter"
229,red-bean,"tokyo grain exchange to raise margin requirementsthe tokyo grain exchange said it will raisethe margin requirement on the spot and nearby month for u.s.and chinese soybeans and red beans, effective march 2.    spot april u.s. soybean contracts will increase to 90,000yen per 15 tonne lot from 70,000 now. other months will stayunchanged at 70,000, except the new distant februaryrequirement, which will be set at 70,000 from march 2.    chinese spot march will be set at 110,000 yen per 15 tonnelot from 90,000. the exchange said it raised spot marchrequirement to 130,000 yen on contracts outstanding at march13. chinese nearby april rises to 90,000 yen from 70,000.    other months will remain unchanged at 70,000 yen except newdistant august, which will be set at 70,000 from march 2.    the new margin for red bean spot march rises to 150,000 yenper 2.4 tonne lot from 120,000 and to 190,000 for outstandingcontracts as of march 13.    the nearby april requirement for red beans will rise to100,000 yen from 60,000, effective march 2.    the margin money for other red bean months will remainunchanged at 60,000 yen, except new distant august, for whichthe requirement will also be set at 60,000 from march 2. reuter"
235,copra-cake,"indonesian agriculture growth expected to slowindonesia""s agriculture sector will growby just 1.0 pct in calendar 1987, against an estimated 2.4 pctin 1986 as the production of some commodities stagnates ordeclines, the u.s. embassy said in a report.    production of indonesia""s staple food, rice, is forecast tofall to around 26.3 mln tonnes from an embassy estimate of26.58 mln tonnes in 1986, according to the annual report onindonesia""s agricultural performance.    the government officially estimates 1986 rice production at26.7 mln tonnes, with a forecast 27.3 mln tonnes output in1987.    the report says wheat imports are likely to fall to 1.5 mlntonnes in calendar 1987 from 1.69 mln tonnes in 1986 because ofa drawdown on stocks.    ""growth prospects for agriculture in 1987 do not lookpromising as rice production is forecast to decline and theproduction of sugarcane, rubber and copra show little or nogain,"" the report says.    ""the modest overall increase which is expected will be dueto significant gains in production of corn soybeans, palm oiland palm kernels.""    constraints to significant overall increases inagricultural output include a shortage of disease resistantseeds, limited fertile land, insect pests and a reluctance byfarmers to shift from rice production to other crops, thereport underlines.    the fall in rice production is caused by an outbreak ofpests known as ""wereng"" or brown plant hoppers in 1986 whichlargely offset gains in yields.    the outbreak has forced the government to ban the use of 57insecticides on rice because it was believed the wereng are nowresistant to these varieties, and to use lower-yielding, moreresistant rice types.    the government is depending on increased production ofexport commodities such as coffee, tea, rubber, plywood andpalm oil to offset revenue losses brought on by falling crudeoil prices.    palm oil production is expected to increase by over 7.0 pctin 1987 to 1.45 mln tonnes from 1.35 mln, with exports risingto an estimated 720,000 tonnes from 695,000 tonnes in 1986, thereport says.    but while production of soybeans in 1987/88 (oct-sept) willrise to 1.075 mln tonnes from 980,000 in 1986/87, imports willalso rise to supply a new soybean crushing plant.    the report says that imports of wheat, soybeans, soybeanmeal and cotton are not likely to decline as a result of lastseptember""s 31 pct devaluation of the rupiah because of a risein domestic demand.    the report said that indonesia""s overall economicperformance in calendar 1986 was about zero or even a slightnegative growth rate, the lowest rate of growth since themid-1960s. it compares with 1.9 pct growth in 1985 and 6.7 pctin 1984.    the dramatic fall in oil prices last year was responsiblefor the slump. reuter"
